Sentence	Subjectivity	Positivity	Negativity
Family members say Jose Curbelo was buried Monday 	1	1	1
He died Friday morning at a hospice in Aventura 	1	1	2
He was 95 	1	1	1
Curbelo left Cuba in 1939 	1	1	1
He worked with some of the greatest Latin music artists  including percussionist Tito Puente 	2	1	1
Amadito Valdes is a Cuban drummer and member of the Buena Vista Social Club 	1	1	1
"He says Curbelo was known as ""a great defender of Latin bands against abuse by promoters """	1	1	1
She said he also had plenty of confidence in who he was  and passed that along to her and her brother 	1	2	1
Cup to showcase teams of unprecedented strength	1	2	1
MEDINAH  Illinois (Reuters) - Fans can expect a high-octane contest between two star-studded teams in this week's Ryder Cup at Medinah where the United States host holders Europe for the 39th edition of the biennial competition 	2	2	1
For the first time in two decades  a European team can boast the game's leading player and in Rory McIlroy they possess a man who has already been targeted by the United States 	1	1	1
"Obviously  he's a marked man  U S  Ryder Cup veteran Jim Furyk said at last week's Tour Championship in Atlanta  ""He's the number one player in the world  He's going to garner all the attention  as well he should  He's played phenomenal this year "	2	3	1
(He) won the PGA (Championship) by a ton of shots     he's right now the present-day Tiger Woods where everyone's eyes are on him 	2	2	1
While double major winner McIlroy heads the world rankings  Europe also have third-ranked Luke Donald  Lee Westwood (four)  Justin Rose (five)  Graeme McDowell (18) and Sergio Garcia (19) among a total of nine players in the top 30 	1	2	1
The U S  counter with 11 in the top 20 - Woods (two)  Bubba Watson (seven)  Webb Simpson (eight)  Jason Dufner (nine)  Steve Stricker (12)  Dustin Johnson (13)  Keegan Bradley (14)  Matt Kuchar (15)  Phil Mickelson (16) and Zach Johnson (17) 	1	1	1
We are really happy with our team  it's really strong  but we have our hands full  There's a strong team on the other side and we'll have to play them real tough 	1	2	1
Europe have triumphed eight times in the last 13 Ryder Cups but they face a challenging task on American soil where the U S  have lost only three times since the matches began in 1927 	2	2	1
"We are playing away and they are going to have the crowd advantage  said European captain Jose Maria Olazabal  ""They are going to set up the course to their liking "	1	1	2
At the end of the day  we are going to have to play really very  very well and hard if we want to have a chance to win 	1	1	2
CLOSELY MATCHED	1	1	1
However  Spaniard Olazabal also felt the two teams would be very closely matched 	1	1	1
"I've always said that I don't see any favourites in this Ryder Cup  he said  ""Both teams are playing very strong  The U S  team is always strong  They have played great "	1	2	1
Since 1981  there has been very little to choose between the two teams in terms of matchplay grit and ability  The knack of holing putts at the right time under intense pressure has been the decisive factor 	1	2	1
The Americans last won the Ryder Cup at Valhalla in 2008 when their captain Paul Azinger shrewdly inspired team cohesion with a four-man 'pod' system and prepared the venue with very little rough and fast greens to suit his power hitters 	1	2	1
This week  U S  captain Davis Love III has set up Medinah Country Club's No  3 Course in similar fashion 	1	1	1
We've set it up the way we think fans will like it  We're a long-hitting  free-wheeling  fun-to-watch team  And I think it's going to be fun to watch 	1	2	1
Woods  the greatest player of his generation and arguably of all time  missed out on the U S  Ryder Cup victory in 2008 while recovering from knee surgery  No surprise  then  that he is eager to taste team success this week at Medinah 	2	2	1
"I've only been part of one winning Ryder Cup team since my (debut) time in '97  he said  ""We didn't play well at the right time  and that's just the way it goes  Hopefully this year we'll play well at the right time """	1	2	1
The 39th Ryder Cup starts on Friday morning with the opening foursomes matches 	1	1	1
Czech Republic bans liquor exports to EU after bootleg booze kills 23	1	1	3
PRAGUE (Reuters) - The Czech government has imposed an immediate ban on all exports of hard liquor to the European Union following the death of 23 people from methyl alcohol poisoning  Prime Minister Petr Necas said on Thursday 	1	1	3
The Czech Republic banned all hard liquor sales in shops and pubs last Friday after the poisonings believed to come from bootleg alcohol 	3	1	3
It plans to gradually reopen the domestic market from the middle of next week  using new tax stamps and certifications of origin to secure the safe origin of drinks 	2	2	1
Czechs set first presidential election for Jan 11-12	1	1	1
PRAGUE (Reuters) - Czechs will hold their first presidential election on January 11 and 12 to replace outgoing euroskeptic leader Vaclav Klaus  the speaker of the upper house of parliament said on Monday 	2	1	1
Up to now  the country's parliament has chosen the president 	1	1	1
Fischer is running as an independent candidate while Zeman has the support of a leftist SPOZ party  a small splinter group from the center-left Social Democratic party he used to lead 	1	1	1
Political analysts say their popularity is another reminder of the public's exasperation with the country's larger  mainstream parties  following a round of harsh austerity measures and sleaze scandals 	3	2	3
Czech presidents do not have the executive powers held by the leaders of France or the United States 	1	1	2
But they wield significant influence over the cabinet and parliament through their ability to delay legislation and appoint prime ministers and other officials 	2	2	1
The office  held by anti-communist dissident and writer Vaclav Havel from 1990-2003  is held in high esteem in the country of 10 5 million people 	2	2	1
Senate speaker Milan Stech said an anticipated second round run-off between the top two candidates for the presidency would take place two weeks after the first round of the election 	1	1	1
Dairy products won't make you skinny  evidence says	1	1	1
NEW YORK (Reuters Health) - Adding a couple of servings of milk or yogurt to your daily diet probably won't help you drop any pants sizes  according to a new analysis of past studies 	2	1	2
Some research has suggested dairy products may help people feel full for longer  or that the calcium in milk and yogurt can prevent the build-up of fat tissue 	1	1	1
The results are not very consistent  said Dr  Frank Hu  a nutrition researcher from the Harvard School of Public Health in Boston who worked on the new review 	2	1	1
